<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Sepid.Farab.Kavir,20220206,3549.00,3549.00,3432.00,3555.00,11273657167,3277796,331,D,3612.00,3432.00
Sepid.Farab.Kavir,20220205,3614.00,3690.00,3528.00,3612.00,29328144860,8169795,890,D,3713.00,3529.00
Sepid.Farab.Kavir,20220202,3769.00,3769.00,3623.00,3713.00,15649447913,4290366,524,D,3763.00,3650.00
Sepid.Farab.Kavir,20220201,3857.00,3857.00,3679.00,3763.00,14759705277,3944890,549,D,3778.00,3749.00
Sepid.Farab.Kavir,20220131,3790.00,3870.00,3621.00,3778.00,18670759535,4942852,650,D,3779.00,3800.00
Sepid.Farab.Kavir,20220130,3857.00,3857.00,3681.00,3779.00,41967980516,11105596,858,D,3674.00,3700.00
Sepid.Farab.Kavir,20220129,3775.00,3775.00,3775.00,3674.00,16419343625,4349495,201,D,3596.00,3775.00
Sepid.Farab.Kavir,20220124,3501.00,3510.00,3483.00,3596.00,13504007322,3874294,155,D,3666.00,3483.00
Sepid.Farab.Kavir,20220123,3670.00,3676.00,3660.00,3666.00,35303199350,9644486,427,D,3852.00,3660.00
Sepid.Farab.Kavir,20220122,3881.00,3968.00,3701.00,3852.00,13299757238,3500133,618,D,3881.00,3750.00
Sepid.Farab.Kavir,20220119,3877.00,3948.00,3780.00,3881.00,24182212368,6308790,726,D,3965.00,3825.00
Sepid.Farab.Kavir,20220118,4000.00,4120.00,3962.00,3965.00,56158543434,14164305,599,D,4170.00,3962.00
Sepid.Farab.Kavir,20220117,4260.00,4350.00,4152.00,4170.00,50250465288,12050533,1094,D,4370.00,4152.00
Sepid.Farab.Kavir,20220116,4475.00,4558.00,4337.00,4370.00,48592374439,11120468,1012,D,4565.00,4337.00
Sepid.Farab.Kavir,20220115,4630.00,4700.00,4430.00,4565.00,50151675395,10985127,941,D,4630.00,4472.00
Sepid.Farab.Kavir,20220112,4700.00,4800.00,4600.00,4630.00,51650551190,11152327,1290,D,4840.00,4600.00
Sepid.Farab.Kavir,20220111,4900.00,4980.00,4730.00,4840.00,35809094570,7466352,1069,D,4970.00,4760.00
Sepid.Farab.Kavir,20220110,4910.00,5030.00,4880.00,4970.00,29796614410,6046989,648,D,5030.00,4900.00
Sepid.Farab.Kavir,20220109,5030.00,5180.00,4980.00,5030.00,51047876290,10152519,826,D,5240.00,5000.00
Sepid.Farab.Kavir,20220108,5310.00,5360.00,5140.00,5240.00,29659327440,5669672,557,D,5250.00,5160.00
Sepid.Farab.Kavir,20220105,5200.00,5400.00,5200.00,5250.00,34336533390,6503431,807,D,5190.00,5300.00
Sepid.Farab.Kavir,20220104,5200.00,5210.00,5160.00,5190.00,42610907030,8204714,575,D,5180.00,5190.00
Sepid.Farab.Kavir,20220103,5150.00,5250.00,5120.00,5180.00,46123538720,8904524,763,D,5190.00,5210.00
Sepid.Farab.Kavir,20220102,5250.00,5280.00,5150.00,5190.00,25935305370,5013165,687,D,5200.00,5170.00
Sepid.Farab.Kavir,20220101,5120.00,5280.00,5080.00,5200.00,58776522510,11310155,1222,D,5220.00,5190.00
Sepid.Farab.Kavir,20211229,5130.00,5280.00,5030.00,5220.00,110877625800,21257437,2428,D,5030.00,5220.00
Sepid.Farab.Kavir,20211228,5120.00,5140.00,4940.00,5030.00,128191221840,25473290,2540,D,5200.00,5120.00
Sepid.Farab.Kavir,20211227,5400.00,5400.00,5080.00,5200.00,99465076320,19121585,2074,D,5320.00,5120.00
Sepid.Farab.Kavir,20211226,5290.00,5380.00,5170.00,5320.00,30937436390,5902996,1020,D,5430.00,5300.00
Sepid.Farab.Kavir,20211225,5530.00,5620.00,5320.00,5430.00,56805363560,10470501,1298,D,5480.00,5360.00
Sepid.Farab.Kavir,20211222,5340.00,5600.00,5340.00,5480.00,40902179660,7422781,999,D,5400.00,5530.00
Sepid.Farab.Kavir,20211221,5350.00,5530.00,5300.00,5400.00,66803525730,12375639,1677,D,5530.00,5480.00
Sepid.Farab.Kavir,20211220,5440.00,5680.00,5370.00,5530.00,34195151680,6250864,967,D,5640.00,5400.00
Sepid.Farab.Kavir,20211219,5860.00,5900.00,5480.00,5640.00,69547622330,12326541,1214,D,5760.00,5590.00
Sepid.Farab.Kavir,20211218,5650.00,5790.00,5510.00,5760.00,109672405600,19041742,1849,D,5520.00,5790.00
Sepid.Farab.Kavir,20211215,5830.00,5830.00,5380.00,5520.00,105734970780,19151744,1485,D,5660.00,5380.00
Sepid.Farab.Kavir,20211214,5540.00,5820.00,5540.00,5660.00,208272879670,36804927,2166,D,5830.00,5770.00
Sepid.Farab.Kavir,20211213,5590.00,5590.00,5590.00,5830.00,10406293690,1861591,138,D,5880.00,5590.00
Sepid.Farab.Kavir,20211212,5920.00,5920.00,5680.00,5880.00,24037384090,4179298,336,D,5970.00,5680.00
Sepid.Farab.Kavir,20211211,5980.00,6060.00,5860.00,5970.00,13757767190,2321738,390,D,5980.00,5860.00
Sepid.Farab.Kavir,20211208,5960.00,6100.00,5880.00,5980.00,31949247950,5330321,635,D,5960.00,6060.00
Sepid.Farab.Kavir,20211207,5980.00,6010.00,5850.00,5960.00,13415009680,2273626,398,D,5980.00,5890.00
Sepid.Farab.Kavir,20211206,5990.00,6080.00,5950.00,5980.00,21497970790,3588804,633,D,5980.00,6050.00
Sepid.Farab.Kavir,20211205,5940.00,6120.00,5940.00,5980.00,19552683600,3243441,768,D,5960.00,6040.00
Sepid.Farab.Kavir,20211204,6030.00,6090.00,5750.00,5960.00,37429192720,6319432,1174,D,6030.00,6050.00
Sepid.Farab.Kavir,20211201,6020.00,6100.00,5970.00,6030.00,56030795900,9286701,5424,D,6020.00,6070.00
Sepid.Farab.Kavir,20211130,5880.00,6070.00,5880.00,6020.00,47923685400,7947913,6730,D,5990.00,6020.00
Sepid.Farab.Kavir,20211129,5930.00,6070.00,5850.00,5990.00,83474378970,13937097,7366,D,5930.00,6000.00
Sepid.Farab.Kavir,20211128,5940.00,6020.00,5840.00,5930.00,71663404760,12088135,849,D,5920.00,5940.00
Sepid.Farab.Kavir,20211127,5950.00,6030.00,5790.00,5920.00,48831712240,8263121,822,D,5950.00,5890.00
Sepid.Farab.Kavir,20211124,5990.00,6020.00,5900.00,5950.00,39301150380,6607381,794,D,5950.00,6020.00
Sepid.Farab.Kavir,20211123,5980.00,6030.00,5860.00,5950.00,73615543880,12366264,1056,D,5920.00,5940.00
Sepid.Farab.Kavir,20211122,6070.00,6070.00,5850.00,5920.00,52828425500,8912822,1060,D,5860.00,5950.00
Sepid.Farab.Kavir,20211121,5850.00,6010.00,5760.00,5860.00,44949763460,7626436,1129,D,5730.00,5930.00
Sepid.Farab.Kavir,20211120,5750.00,5900.00,5500.00,5730.00,55321972990,9645310,1639,D,5660.00,5850.00
Sepid.Farab.Kavir,20211109,13130.00,13220.00,12950.00,13020.00,189020040920,14515805,2299,D,13010.00,13040.00
Sepid.Farab.Kavir,20211108,13030.00,13310.00,12920.00,13010.00,108392200450,8334129,1489,D,13220.00,13020.00
Sepid.Farab.Kavir,20211107,13700.00,13820.00,13040.00,13220.00,135538973800,10255678,1775,D,13720.00,13090.00
Sepid.Farab.Kavir,20211106,13400.00,13920.00,13400.00,13720.00,116244524500,8473178,1744,D,13390.00,13800.00
Sepid.Farab.Kavir,20211103,13380.00,13510.00,13230.00,13390.00,107761382380,8050261,1307,D,13330.00,13500.00
Sepid.Farab.Kavir,20211102,13380.00,13690.00,13210.00,13330.00,46467869650,3485090,834,D,13310.00,13320.00
Sepid.Farab.Kavir,20211101,13030.00,13500.00,13030.00,13310.00,55240066650,4146599,762,D,13050.00,13130.00
